DAY_OF_MONTH,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_DELAY,CANCELLED,CARRIER_DELAY,WEATHER_DELAY,N6_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
5,14,2275,FLL,EWR,-9,0,,,,,
5,14,2248,PDX,EWR,-4,0,,,,,
5,14,2224,LAX,EWR,88,0,57,0,0,0,7
5,14,2217,EWR,DEN,47,0,42,0,0,0,0
5,14,2216,EWR,DEN,1,0,0,0,23,0,0
5,14,2214,JAX,EWR,-11,0,,,,,
5,14,2213,JAC,EWR,62,0,0,0,33,0,3
5,14,2206,RSW,EWR,0,0,,,,,
5,14,2198,RSW,EWR,44,0,0,44,4,0,0
5,14,2189,TPA,EWR,7,0,,,,,
5,14,2180,TPA,EWR,-6,0,,,,,
5,14,2174,PBI,EWR,0,0,,,,,
5,14,2165,BOS,EWR,-2,0,,,,,
5,14,2160,SFO,EWR,369,0,186,0,0,0,164
5,14,2151,EWR,SEA,139,0,31,0,25,0,108
5,14,2144,EWR,CLT,85,0,64,0,0,0,0
5,14,2143,CLE,EWR,-8,0,,,,,
5,14,2130,PBI,EWR,-14,0,,,,,
5,14,2124,EWR,CLE,8,0,,,,,
5,14,2121,IAH,EWR,28,0,23,0,0,0,0
5,14,2120,EWR,FLL,-7,0,,,,,
5,14,2117,LAX,EWR,0,0,,,,,
5,14,2080,EWR,SFO,147,0,0,0,214,0,0
5,14,2077,BOS,EWR,-4,0,,,,,
5,14,2074,SRQ,EWR,12,0,,,,,
5,14,2060,EWR,SAT,-9,0,,,,,
5,14,2047,BOS,EWR,39,0,0,0,37,0,0
5,14,2045,EWR,BOS,-1,0,,,,,
5,14,2044,SFO,EWR,103,0,0,0,24,0,62
5,14,2041,EWR,DEN,-4,0,,,,,
5,14,2037,EWR,IAH,-2,0,,,,,
5,14,2036,EWR,PBI,-5,0,,,,,
5,14,2035,LAX,EWR,9,0,,,,,
5,14,2032,MCO,EWR,-1,0,,,,,
5,14,2029,MCO,EWR,55,0,0,0,73,0,9
5,14,2010,EWR,L6,61,0,10,0,19,0,51
5,14,2007,MSY,EWR,3,0,,,,,
5,14,1999,EWR,LAX,7,0,7,0,27,0,0
5,14,1995,ORD,EWR,60,0,0,0,70,0,0
5,14,1993,MIA,EWR,-6,0,,,,,
5,14,1991,EWR,SFO,59,0,0,0,110,0,0
5,14,1989,MIA,EWR,116,0,30,0,5,0,86
5,14,1983,RSW,EWR,223,0,0,0,32,0,203
5,14,1978,EWR,SFO,132,0,0,0,161,0,0
5,14,1978,FLL,EWR,0,0,,,,,
5,14,1976,PHX,EWR,50,0,40,0,0,0,0
5,14,1974,MIA,EWR,1032,0,1023,0,0,0,0
5,14,1960,EWR,LAX,-4,0,0,0,15,0,0
5,14,1960,LAX,EWR,10,0,,,,,
5,14,1932,EWR,SEA,8,0,,,,,
5,14,1929,EWR,PHX,-1,0,0,0,26,0,0
5,14,1929,SEA,EWR,-6,0,,,,,
5,14,1923,SNA,EWR,-5,0,,,,,
5,14,1890,EWR,TPA,0,0,0,0,15,0,0
5,14,1885,EWR,SFO,3,0,,,,,
5,14,1882,LAX,EWR,43,0,9,0,0,0,20
5,14,1878,EWR,SFO,152,0,0,0,244,0,0
5,14,1871,EWR,LAX,206,0,8,0,0,0,189
5,14,1867,IAH,EWR,-2,0,,,,,
5,14,1859,SEA,EWR,71,0,0,0,91,0,0
5,14,1857,EWR,RSW,1,0,,,,,
5,14,1849,EWR,ATL,-1,0,0,0,15,0,0
5,14,1849,RDU,EWR,-4,0,,,,,
5,14,1841,EWR,PBI,41,0,1,0,0,0,24
5,14,1837,EWR,AUS,-7,0,,,,,
5,14,1827,SAN,EWR,3,0,,,,,
5,14,1826,MCI,EWR,-11,0,,,,,
5,14,1825,SJU,EWR,34,0,0,0,1,0,34
5,14,1816,ORD,EWR,8,0,,,,,
5,14,1814,TPA,EWR,177,0,159,0,0,0,0
5,14,1810,EWR,IAH,15,0,,,,,
5,14,1809,MSY,EWR,-7,0,0,0,18,0,0
5,14,1803,SJU,EWR,4,0,,,,,
5,14,1797,EWR,TPA,1,0,,,,,
5,14,1796,SFO,EWR,68,0,0,0,50,0,0
5,14,1790,EWR,FLL,-5,0,,,,,
5,14,1784,EWR,MCO,-8,0,,,,,
5,14,1783,EWR,TPA,4,0,,,,,
5,14,1775,PBI,EWR,-9,0,,,,,
5,14,1753,EWR,L6,-7,0,,,,,
5,14,1738,RDU,EWR,112,0,0,0,106,0,0
5,14,1727,MCO,EWR,-4,0,,,,,
5,14,1720,EWR,PSP,-5,0,,,,,
5,14,1708,FLL,EWR,126,0,0,0,149,0,0
5,14,1695,SEA,EWR,146,0,20,0,0,0,99
5,14,1676,SFO,EWR,-4,0,,,,,
5,14,1666,IAH,EWR,-1,0,,,,,
5,14,1649,EWR,RSW,232,0,11,0,0,0,198
5,14,1640,EWR,TPA,70,0,2,0,0,0,56
5,14,1616,EWR,JAX,-9,0,,,,,
5,14,1601,MCO,EWR,54,0,0,0,43,0,0
5,14,1600,EWR,LAX,20,0,17,0,0,0,0
5,14,1586,PBI,EWR,178,0,0,0,180,0,0
5,14,1584,EWR,SFO,62,0,0,0,70,0,0
5,14,1583,L6,EWR,130,0,29,0,0,0,69
5,14,1582,TPA,EWR,131,0,0,0,108,0,0
5,14,1552,EWR,PBI,25,0,3,0,0,0,19
5,14,1551,EWR,PDX,104,0,15,0,36,0,89
5,14,1548,EWR,MCO,-5,0,,,,,
5,14,1543,EWR,SJU,54,0,12,0,9,0,42
5,14,1538,EWR,PBI,3,0,,,,,
5,14,1537,EWR,MIA,31,0,2,0,0,0,13
5,14,1537,L6,EWR,47,0,0,0,63,0,0
5,14,1534,EWR,IAH,11,0,,,,,
5,14,1527,EWR,MCO,-8,0,,,,,
5,14,1527,MIA,EWR,-4,0,,,,,
5,14,1526,EWR,SFO,65,0,0,0,32,0,65
5,14,1523,EWR,SJU,3,0,0,0,35,0,0
5,14,1519,EWR,STT,-5,0,0,0,64,0,0
5,14,1490,EWR,ATL,-2,0,,,,,
5,14,1489,EWR,PBI,-1,0,,,,,
5,14,1483,EWR,SFO,1,0,0,0,21,0,0
5,14,1482,STT,EWR,58,0,0,0,0,0,44
5,14,1458,EWR,JAC,-6,0,,,,,
5,14,1446,PBI,EWR,30,0,0,0,54,0,0
5,14,1442,MCO,EWR,-8,0,,,,,
5,14,1439,EWR,ATL,10,0,,,,,
5,14,1415,EWR,MIA,-7,0,,,,,
5,14,1400,EWR,HDN,-4,0,,,,,
5,14,1290,EWR,FLL,-6,0,,,,,
5,14,1270,EWR,MTJ,-14,0,,,,,
5,14,1262,EWR,DEN,-5,0,,,,,
5,14,1256,EWR,ORD,19,0,17,0,0,0,0
5,14,1244,EWR,LAX,-7,0,,,,,
5,14,1242,IAH,EWR,-4,0,,,,,
5,14,1199,BOS,EWR,16,0,,,,,
5,14,1183,EWR,RSW,-11,0,,,,,
5,14,1178,MCO,EWR,4,0,,,,,
5,14,1177,LAX,EWR,-12,0,,,,,
5,14,1173,SJU,EWR,46,0,7,0,0,0,21
5,14,1163,SLC,EWR,76,0,11,0,0,0,23
5,14,1162,BQN,EWR,-1,0,,,,,
5,14,1156,EGE,EWR,36,0,,,,,
5,14,1149,EWR,MCO,177,0,113,0,0,0,31
5,14,1143,EWR,SLC,60,0,7,0,0,0,51
5,14,1129,RSW,EWR,-5,0,,,,,
5,14,1125,IAH,EWR,16,0,0,0,33,0,0
5,14,1102,EWR,SJU,-5,0,0,0,40,0,0
5,14,1094,PSP,EWR,-5,0,,,,,
5,14,1086,FLL,EWR,126,0,0,0,120,0,0
5,14,1084,EWR,TPA,-2,0,,,,,
5,14,1078,BOS,EWR,-5,0,0,0,35,0,0
5,14,1078,EWR,IAH,-1,0,,,,,
5,14,1076,RSW,EWR,14,0,0,0,20,0,0
5,14,1075,EWR,SNA,-1,0,,,,,
5,14,1071,EWR,BQN,-5,0,,,,,
5,14,1057,PBI,EWR,75,0,0,0,5,0,46
5,14,1056,EWR,EGE,5,0,0,0,44,0,0
5,14,1027,SMF,EWR,-3,0,,,,,
5,14,1001,EWR,MIA,5,0,,,,,
5,14,994,EWR,CLE,9,0,,,,,
5,14,985,FLL,EWR,-6,0,,,,,
5,14,977,EWR,ORD,2,0,,,,,
5,14,971,EWR,SEA,18,0,17,0,0,0,0
5,14,970,PHX,EWR,2,0,,,,,
5,14,904,AUS,EWR,-4,0,0,0,24,0,0
5,14,897,BNA,EWR,-2,0,,,,,
5,14,832,EWR,FLL,-2,0,0,0,38,0,0
5,14,829,CLT,EWR,-7,0,,,,,
5,14,817,AUS,EWR,-10,0,,,,,
5,14,800,EWR,SFO,55,0,0,0,68,0,0
5,14,792,ATL,EWR,-10,0,,,,,
5,14,780,MSY,EWR,95,0,0,0,94,0,0
5,14,755,EWR,ORD,-9,0,,,,,
5,14,754,EWR,TPA,278,0,22,0,0,0,238
5,14,753,SFO,EWR,194,0,0,0,131,0,40
5,14,751,SAN,EWR,-9,0,,,,,
5,14,749,DEN,EWR,35,0,0,0,25,0,8
5,14,748,EWR,SFO,38,0,0,0,60,0,0
5,14,748,IAH,EWR,72,0,0,0,62,0,0
5,14,730,EWR,MCO,-4,0,,,,,
5,14,726,SFO,EWR,45,0,,,,,
5,14,715,SAT,EWR,17,0,,,,,
5,14,711,EWR,FLL,108,0,2,0,0,0,91
5,14,704,IAH,EWR,-1,0,,,,,
5,14,703,EWR,LAX,-2,0,,,,,
5,14,699,EWR,SAN,12,0,,,,,
5,14,687,EWR,IAH,3,0,,,,,
5,14,678,EWR,RSW,-1,0,,,,,
5,14,674,ATL,EWR,56,0,0,0,74,0,0
5,14,673,EWR,MSY,76,0,0,0,43,0,16
5,14,665,EWR,L6,106,0,106,0,2,0,0
5,14,665,IAH,EWR,82,0,0,0,68,0,0
5,14,663,EWR,IAH,-5,0,,,,,
5,14,662,EWR,MIA,93,0,92,0,0,0,0
5,14,658,HDN,EWR,54,0,0,0,23,0,2
5,14,646,EWR,LAX,15,0,0,0,33,0,0
5,14,636,ORD,EWR,-5,0,,,,,
5,14,627,DEN,EWR,-3,0,,,,,
5,14,625,EWR,MCO,-5,0,0,0,15,0,0
5,14,623,EWR,MCI,-4,0,,,,,
5,14,614,EWR,L6,46,0,13,0,0,0,28
5,14,609,ORD,EWR,2,0,0,0,37,0,0
5,14,602,EWR,SLC,-5,0,,,,,
5,14,601,TPA,EWR,256,0,0,0,4,0,240
5,14,600,EWR,LAX,212,0,3,0,0,0,189
5,14,600,PBI,EWR,-4,0,,,,,
5,14,598,EWR,IAH,25,0,,,,,
5,14,596,IAD,EWR,-8,0,,,,,
5,14,593,MTJ,EWR,26,0,,,,,
5,14,581,EWR,DFW,79,0,1,0,0,0,51
5,14,577,SFO,EWR,-10,0,,,,,
5,14,576,DEN,EWR,-4,0,,,,,
5,14,558,MCO,EWR,45,0,0,0,48,0,0
5,14,557,IAH,EWR,0,0,,,,,
5,14,548,L6,EWR,-7,0,,,,,
5,14,535,SFO,EWR,213,0,185,0,0,0,0
5,14,523,EWR,ROC,19,0,19,0,1,0,0
5,14,520,EWR,PBI,-2,0,,,,,
5,14,516,EWR,ORD,-6,0,,,,,
5,14,513,DEN,EWR,19,0,,,,,
5,14,512,EWR,MSY,-8,0,,,,,
5,14,510,LAX,EWR,-6,0,,,,,
5,14,508,EWR,IAH,32,0,18,0,0,0,0
5,14,506,EWR,SRQ,16,0,,,,,
5,14,497,EWR,SFO,21,0,21,0,50,0,0
5,14,496,ATL,EWR,-4,0,,,,,
5,14,485,EWR,DEN,-2,0,,,,,
5,14,475,EWR,ATL,0,0,,,,,
5,14,456,DEN,EWR,-3,0,,,,,
5,14,434,EWR,MCO,-4,0,,,,,
5,14,426,EWR,ORD,9,0,9,0,10,0,0
5,14,425,EWR,RDU,104,0,0,0,0,0,99
5,14,421,EWR,BOS,52,0,0,0,0,0,44
5,14,415,LAX,EWR,17,0,,,,,
5,14,410,ATL,EWR,-5,0,,,,,
5,14,391,SFO,EWR,87,0,0,0,62,0,5
5,14,363,EWR,HNL,3,0,,,,,
5,14,362,HNL,EWR,-7,0,,,,,
5,14,355,EWR,IAH,-6,0,,,,,
5,14,353,MIA,EWR,134,0,0,0,98,0,32
5,14,349,SFO,EWR,10,0,,,,,
5,14,343,EWR,PBI,40,0,40,0,35,0,0
5,14,334,DFW,EWR,-2,0,,,,,
5,14,331,DEN,EWR,4,0,0,0,24,0,0
5,14,329,DEN,EWR,49,0,11,0,0,0,19
5,14,327,BZN,EWR,164,0,0,0,135,0,0
5,14,318,EWR,FLL,123,0,0,0,0,0,100
5,14,314,DEN,EWR,7,0,,,,,
5,14,306,EWR,DEN,-5,0,,,,,
5,14,282,EWR,DEN,-5,0,,,,,
5,14,275,EWR,LAX,-3,0,0,0,23,0,0
5,14,271,EWR,BNA,106,0,39,0,0,0,45
5,14,260,SNA,EWR,0,0,,,,,
5,14,259,TPA,EWR,-8,0,,,,,
5,14,247,LAX,EWR,-9,0,,,,,
5,14,230,EWR,PHX,30,0,3,0,0,0,14
5,14,230,ORD,EWR,0,0,,,,,
5,14,213,SFO,EWR,253,0,63,0,0,0,154
5,14,211,EWR,SNA,45,0,0,0,62,0,0
6,4,3423,CVG,EWR,38,0,0,0,27,0,0
6,4,3423,EWR,CVG,31,0,3,0,0,0,20
6,4,3425,EWR,CVG,5,0,,,,,
6,8,2541,AUS,EWR,-10,0,,,,,
6,8,3810,AUS,EWR,2,0,0,0,15,0,0
6,8,4818,DEN,EWR,30,0,0,0,22,0,0
6,8,5283,DEN,EWR,20,0,,,,,
6,8,3115,EWR,AUS,23,0,,,,,
6,8,4837,EWR,AUS,4,0,,,,,
6,8,3096,EWR,DEN,0,0,,,,,
6,8,5072,EWR,DEN,-7,0,,,,,
6,8,4840,EWR,FLL,-1,0,,,,,
6,8,4842,EWR,IND,0,0,,,,,
6,8,3728,EWR,MCO,36,0,,,,,
6,8,1273,EWR,MDW,0,0,,,,,
6,8,4062,EWR,MDW,0,0,,,,,
6,8,4871,EWR,MDW,-7,0,,,,,
6,8,4877,EWR,MDW,106,0,14,0,10,0,92
6,8,5512,EWR,MDW,70,0,0,0,0,0,64
6,8,5851,EWR,MDW,-4,0,,,,,
6,8,3810,EWR,OAK,14,0,0,0,29,0,14
6,8,1195,EWR,PHX,16,0,,,,,
6,8,4528,EWR,SAN,3,0,,,,,
6,8,3961,EWR,STL,9,0,,,,,
6,8,4883,EWR,STL,2,0,,,,,
6,8,3721,FLL,EWR,-5,0,,,,,
6,8,5072,IND,EWR,-5,0,,,,,
6,8,3723,MCO,EWR,12,0,0,0,34,0,0
6,8,4060,MDW,EWR,0,0,,,,,
6,8,4854,MDW,EWR,-4,0,,,,,
6,8,4858,MDW,EWR,-9,0,,,,,
6,8,4868,MDW,EWR,-5,0,,,,,
6,8,4875,MDW,EWR,64,0,64,0,28,0,0
6,8,5506,MDW,EWR,89,0,43,0,0,0,35
6,8,3958,OAK,EWR,38,0,0,0,24,0,0
6,8,3112,PHX,EWR,54,0,0,0,39,0,0
6,8,3101,SAN,EWR,19,0,,,,,
6,8,2643,STL,EWR,29,0,21,0,0,0,5
6,8,4528,STL,EWR,9,0,,,,,
6,1,1232,AVL,EWR,-10,0,,,,,
6,1,441,EWR,TYS,0,0,,,,,
6,1,440,TYS,EWR,-10,0,0,0,17,0,0
6,1,1233,EWR,AVL,-11,0,,,,,
6,10,703,EWR,IAH,20,0,,,,,
6,10,712,IAH,EWR,-2,0,0,0,52,0,0
6,10,757,EWR,L6,16,0,16,0,19,0,0
6,10,760,L6,EWR,-8,0,,,,,
6,10,936,RSW,ACY,-6,0,,,,,
6,10,938,RSW,ACY,-8,0,,,,,
6,10,943,ACY,RSW,-8,0,,,,,
6,10,945,ACY,RSW,-3,0,,,,,
6,10,1130,MCO,EWR,19,0,12,0,12,0,0
6,10,1148,EWR,ATL,-4,0,,,,,
6,10,1150,MSY,EWR,-2,0,,,,,
6,10,1159,EWR,MCO,21,0,,,,,
6,10,1165,ATL,EWR,49,0,0,0,73,0,0
6,10,138,MCO,ACY,-7,0,,,,,
6,10,139,EWR,MCO,1,0,,,,,
6,10,140,MCO,EWR,40,0,0,0,59,0,0
6,10,149,EWR,MCO,17,0,,,,,
6,10,150,MCO,EWR,-5,0,,,,,
6,10,151,ACY,PBI,-1,0,,,,,
6,10,152,PBI,ACY,-9,0,,,,,
6,10,1520,FLL,EWR,5,0,5,0,16,0,0
6,10,1529,EWR,FLL,19,0,,,,,
6,10,218,FLL,ACY,-2,0,,,,,
6,10,235,ACY,FLL,2,0,,,,,
6,10,259,ACY,FLL,-8,0,,,,,
6,10,262,FLL,ACY,-6,0,,,,,
6,10,265,ACY,FLL,-8,0,,,,,
6,10,268,FLL,ACY,0,0,,,,,
6,10,303,ACY,MCO,-15,0,0,0,17,0,0
6,10,304,MCO,ACY,-1,0,,,,,
6,10,311,ACY,MCO,-10,0,,,,,
6,10,341,ACY,TPA,-1,0,,,,,
6,10,348,TPA,ACY,-4,0,,,,,
6,10,350,MYR,ACY,23,0,0,0,26,0,0
6,10,379,ACY,MYR,11,0,,,,,
6,4,5255,EWR,MSP,100,0,1,0,3,0,99
6,4,5314,MSP,EWR,28,0,,,,,
6,4,5510,CVG,EWR,115,0,0,0,95,0,4
6,9,714,CLT,EWR,3,0,3,0,25,0,0
6,9,714,EWR,CLT,20,0,,,,,
6,9,745,CLT,EWR,0,0,,,,,
6,9,868,EWR,CLT,-4,0,,,,,
6,9,200,EWR,ORD,7,0,,,,,
6,9,200,ORD,EWR,-5,0,0,0,20,0,0
6,9,229,CLT,EWR,12,0,0,0,45,0,0
6,9,230,EWR,PHX,6,0,4,0,24,0,2
6,9,299,DFW,EWR,1,0,,,,,
6,9,309,ORD,EWR,-7,0,,,,,
6,9,322,MIA,EWR,-2,0,,,,,
6,9,1333,EWR,PHX,0,0,,,,,
6,9,1352,EWR,PHX,-4,0,,,,,
6,9,1354,ORD,EWR,-2,0,,,,,
6,2,3990,EWR,ORD,2,0,,,,,
6,2,3990,ORD,EWR,28,0,0,0,25,0,0
6,14,2429,EWR,DEN,-6,0,,,,,
6,14,2418,LAX,EWR,-1,0,,,,,
6,14,2417,PDX,EWR,117,0,1,0,3,0,116
6,14,2415,EWR,PDX,-7,0,,,,,
6,14,2411,EWR,SMF,16,0,3,0,8,0,13
6,14,2406,EWR,FLL,57,0,5,0,0,0,32
6,14,2398,EWR,FLL,-1,0,,,,,
6,14,2394,BOS,EWR,-10,0,,,,,
6,14,2394,EWR,LAX,35,0,,,,,
6,14,2391,SLC,EWR,43,0,0,0,29,0,0
6,14,2379,EWR,SAN,11,0,11,0,42,0,0
6,14,2342,RDU,EWR,268,0,0,0,0,0,244
6,14,2337,L6,EWR,-5,0,,,,,
6,14,2336,FLL,EWR,28,0,1,0,0,0,18
6,14,2335,FLL,EWR,29,0,0,0,88,0,0
6,14,2334,FLL,EWR,-7,0,0,0,32,0,0
6,14,2333,EWR,RDU,2,0,,,,,
6,14,2332,EWR,RDU,47,0,2,0,9,0,45
6,14,2328,EWR,MSY,1,0,,,,,
6,14,2327,EWR,L6,229,0,0,0,0,0,209
6,14,2324,EWR,CHS,105,0,74,0,0,0,0
6,14,2321,EWR,BOS,-3,0,,,,,
6,14,2316,EWR,AUS,141,0,113,0,0,0,0
6,14,2313,RSW,EWR,-12,0,,,,,
6,14,2312,CHS,EWR,-5,0,,,,,
6,14,2302,EWR,BZN,-6,0,,,,,
6,14,2297,ORD,EWR,5,0,0,0,49,0,0
6,14,2293,EWR,RSW,15,0,,,,,
6,14,2277,ROC,EWR,-9,0,,,,,
6,14,2275,EWR,RSW,15,0,,,,,
6,14,2275,FLL,EWR,-6,0,0,0,40,0,0
6,14,2250,IAD,EWR,-1,0,,,,,
6,14,2248,PDX,EWR,-4,0,,,,,
6,14,2239,SFO,EWR,26,0,,,,,
6,14,2217,EWR,DEN,94,0,2,0,0,0,81
6,14,2216,EWR,DEN,2,0,,,,,
6,14,2214,JAX,EWR,-10,0,,,,,
6,14,2213,JAC,EWR,66,0,0,0,50,0,0
6,14,2206,RSW,EWR,-8,0,,,,,
6,14,2203,SAV,EWR,18,0,0,0,14,0,10
6,14,2189,TPA,EWR,-10,0,,,,,
6,14,2180,TPA,EWR,178,0,85,0,12,0,93
6,14,2174,PBI,EWR,-6,0,,,,,
6,14,2165,BOS,EWR,-10,0,,,,,
6,14,2163,SAN,EWR,57,0,0,0,47,0,0
6,14,2160,SFO,EWR,204,1,,,,,
6,14,2151,EWR,SEA,-3,0,,,,,
6,14,2144,EWR,CLT,-5,0,,,,,
6,14,2143,CLE,EWR,-10,0,,,,,
6,14,2139,EWR,ORD,35,0,35,0,6,0,0
6,14,2138,EWR,L6,15,0,,,,,
6,14,2133,L6,EWR,5,0,,,,,
6,14,2124,EWR,CLE,21,0,0,0,0,0,15
6,14,2121,IAH,EWR,-3,0,,,,,
6,14,2117,LAX,EWR,3,0,,,,,
6,14,2080,EWR,SFO,261,0,0,0,297,0,0
6,14,2074,SRQ,EWR,50,0,0,0,77,0,0
6,14,2062,EWR,BOS,150,0,69,0,0,0,61
6,14,2060,EWR,SAT,-2,0,,,,,
6,14,2047,BOS,EWR,14,0,0,0,29,0,0
6,14,2045,EWR,BOS,-4,0,,,,,
6,14,2044,SFO,EWR,14,0,,,,,
6,14,2041,EWR,DEN,-1,0,,,,,
6,14,2041,LAX,EWR,5,0,,,,,
6,14,2038,ORD,EWR,0,0,0,0,34,0,0
6,14,2037,EWR,IAH,0,0,,,,,
6,14,2035,LAX,EWR,17,0,,,,,
6,14,2032,MCO,EWR,0,0,,,,,
6,14,2029,EWR,PBI,-5,0,,,,,
6,14,2029,MCO,EWR,36,0,0,0,74,0,0
6,14,2007,MSY,EWR,-8,0,,,,,
6,14,1995,ORD,EWR,78,0,0,0,87,0,0
6,14,1994,EWR,LAX,22,0,0,0,9,0,22
6,14,1994,SJU,EWR,-4,0,,,,,
6,14,1993,MIA,EWR,5,0,0,0,23,0,0
6,14,1991,EWR,SFO,-6,0,0,0,20,0,0
6,14,1983,RSW,EWR,45,0,0,0,45,0,16
6,14,1980,MCO,EWR,25,0,0,0,43,0,0
6,14,1978,EWR,SFO,227,0,0,0,244,0,0
6,14,1978,FLL,EWR,-6,0,,,,,
6,14,1976,PHX,EWR,-7,0,,,,,
6,14,1974,MIA,EWR,139,0,0,0,104,0,32
6,14,1972,IAD,EWR,23,0,0,0,54,0,0
6,14,1960,EWR,LAX,92,0,72,0,0,0,0
6,14,1960,LAX,EWR,21,0,,,,,
6,14,1959,MIA,EWR,-4,0,0,0,41,0,0
6,14,1935,PBI,EWR,0,0,,,,,
6,14,1932,EWR,SEA,51,0,,,,,
6,14,1929,EWR,PHX,-9,0,,,,,
6,14,1929,SEA,EWR,8,0,,,,,
6,14,1923,EWR,MIA,-6,0,,,,,
6,14,1923,SNA,EWR,-5,0,,,,,
6,14,1906,EWR,SNA,-2,0,,,,,
6,14,1898,PBI,EWR,-7,0,,,,,
6,14,1890,EWR,TPA,9,0,,,,,
6,14,1885,EWR,SFO,139,0,0,0,195,0,0
6,14,1882,LAX,EWR,-4,0,,,,,
6,14,1878,EWR,SFO,247,0,0,0,266,0,0
6,14,1877,EWR,SNA,8,0,,,,,
6,14,1877,TPA,EWR,11,0,11,0,7,0,0
6,14,1871,EWR,LAX,-2,0,0,0,24,0,0
6,14,1867,IAH,EWR,-2,0,,,,,
6,14,1859,SEA,EWR,269,0,25,0,0,0,206
6,14,1857,EWR,RSW,-15,0,,,,,
6,14,1849,EWR,ATL,-7,0,,,,,
6,14,1849,RDU,EWR,-8,0,,,,,
6,14,1845,MCO,EWR,63,0,0,0,67,0,0
6,14,1841,EWR,PBI,99,0,4,0,0,0,70
6,14,1837,EWR,AUS,20,0,,,,,
6,14,1827,SAN,EWR,44,0,0,0,0,0,15
6,14,1826,MCI,EWR,-7,0,,,,,
6,14,1825,SJU,EWR,1,0,,,,,
6,14,1818,EWR,ORD,15,0,,,,,
6,14,1814,TPA,EWR,-10,0,0,0,19,0,0
6,14,1810,EWR,IAH,6,0,,,,,
6,14,1809,MSY,EWR,-8,0,,,,,
6,14,1803,SJU,EWR,67,0,8,0,0,0,49
6,14,1797,EWR,TPA,9,0,,,,,
6,14,1796,SFO,EWR,74,0,40,0,0,0,21
6,14,1790,EWR,FLL,87,0,0,0,0,0,53
6,14,1783,EWR,TPA,1,0,,,,,
6,14,1775,PBI,EWR,-6,0,,,,,
6,14,1762,EWR,IAD,26,0,16,0,0,0,0
6,14,1741,MIA,EWR,-1,0,,,,,
6,14,1738,RDU,EWR,60,0,0,0,54,0,0
6,14,1727,MCO,EWR,-2,0,,,,,
6,14,1720,EWR,PSP,38,0,0,0,0,0,27
6,14,1695,SEA,EWR,37,0,23,0,0,0,0
6,14,1676,SFO,EWR,1,0,,,,,
6,14,1666,EWR,BOS,-2,0,,,,,
6,14,1649,EWR,RSW,42,0,15,0,0,0,7
6,14,1640,EWR,TPA,-2,0,,,,,
6,14,1626,ORD,EWR,-2,0,,,,,
6,14,1611,EWR,ORD,32,0,16,0,7,0,16
6,14,1610,EWR,MSY,-1,0,,,,,
6,14,1601,MCO,EWR,37,0,0,0,50,0,0
6,14,1600,EWR,LAX,4,0,0,0,16,0,0
6,14,1595,EWR,DEN,10,0,10,0,9,0,0
6,14,1594,PHX,EWR,-3,0,,,,,
6,14,1593,EWR,SAN,-4,0,,,,,
6,14,1584,EWR,SFO,208,0,0,0,205,0,29
6,14,1582,TPA,EWR,63,0,0,0,79,0,0
6,14,1560,EWR,DEN,24,0,1,0,0,0,17
6,14,1552,EWR,PBI,62,0,5,0,0,0,32
6,14,1548,EWR,MCO,-2,0,,,,,
6,14,1543,EWR,SJU,17,0,,,,,
6,14,1543,LAX,EWR,20,0,,,,,
6,14,1538,EWR,PBI,6,0,,,,,
6,14,1537,EWR,MIA,20,0,,,,,
6,14,1534,EWR,IAH,14,0,,,,,
6,14,1527,EWR,MCO,-5,0,,,,,
6,14,1527,MIA,EWR,-1,0,0,0,15,0,0
6,14,1526,EWR,SFO,120,0,0,0,165,0,9
6,14,1525,EWR,ORD,56,0,23,0,2,0,33
6,14,1523,EWR,SJU,-5,0,,,,,
6,14,1522,PBI,EWR,75,0,8,0,0,0,56
6,14,1519,EWR,STT,46,0,0,0,0,0,40
6,14,1490,EWR,ATL,-9,0,,,,,
6,14,1489,EWR,PBI,-1,0,,,,,
6,14,1483,EWR,SFO,1,0,0,0,18,0,0
6,14,1482,EWR,IAH,32,0,,,,,
6,14,1482,STT,EWR,26,0,,,,,
6,14,1460,EWR,PDX,-6,0,,,,,
6,14,1458,EWR,JAC,-1,0,,,,,
6,14,1439,EWR,ATL,-5,0,,,,,
6,14,1428,EWR,PBI,-2,0,,,,,
6,14,1423,SFO,EWR,203,0,0,0,0,0,191
6,14,1415,EWR,MIA,78,0,14,0,0,0,29
6,14,1400,EWR,HDN,-8,0,0,0,17,0,0
6,14,1290,EWR,FLL,-3,0,,,,,
6,14,1270,EWR,MTJ,54,0,2,0,0,0,42
6,14,1262,EWR,DEN,37,0,0,0,0,0,27
6,14,1261,EWR,TPA,-4,0,,,,,
6,14,1256,EWR,ORD,52,0,0,0,4,0,52
6,14,1244,EWR,LAX,138,0,122,0,0,0,0
6,14,1242,IAH,EWR,-7,0,,,,,
6,14,1202,BOS,EWR,54,0,0,0,40,0,0
6,14,1202,EWR,CLE,60,0,22,0,0,0,24
6,14,1199,BOS,EWR,-11,0,,,,,
6,14,1183,EWR,RSW,-8,0,,,,,
6,14,1180,EWR,ORD,1,0,0,0,18,0,0
6,14,1178,MCO,EWR,-1,0,,,,,
